Employee ID,Title,BusinessUnit,EmployeeStatus,EmployeeType,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost,Age
1198,Production Technician I,NEL,Active,Contract,Asian,Married,Fully Meets,3,12-12-2022,3,2,2,19-Jun-23,Project Management,Internal,Failed,1,140.82,67
1199,Production Technician I,PL,Active,Full-Time,White,Widowed,Fully Meets,3,27-06-2023,3,3,3,28-Nov-22,Leadership Development,External,Passed,2,663.19,70
1200,Production Technician I,BPC,Active,Part-Time,Other,Married,Fully Meets,3,19-04-2023,4,5,1,29-Jul-23,Project Management,Internal,Incomplete,2,996.77,45
1201,Production Technician I,CCDR,Terminated,Contract,Other,Divorced,Fully Meets,3,23-02-2023,2,4,4,10-Oct-22,Communication Skills,External,Passed,2,145.39,68
1202,Production Technician I,SVG,Terminated,Contract,White,Widowed,Fully Meets,3,14-08-2022,1,3,2,08-Dec-22,Technical Skills,Internal,Incomplete,1,344.74,39
1203,Production Technician I,EW,Active,Contract,White,Divorced,Fully Meets,3,03-10-2022,3,5,3,12-Oct-22,Project Management,External,Incomplete,5,308.09,31
1204,Production Technician I,MSC,Active,Full-Time,White,Married,Fully Meets,3,22-06-2023,1,4,3,16-Jul-23,Project Management,External,Incomplete,1,610.96,74
1205,Production Technician I,TNS,Active,Full-Time,Hispanic,Single,Fully Meets,3,07-04-2023,2,1,2,01-Aug-23,Communication Skills,External,Failed,3,201.83,64
1206,Production Technician I,PYZ,Active,Part-Time,White,Divorced,Fully Meets,3,17-10-2022,3,4,2,20-Jul-23,Technical Skills,Internal,Passed,5,391.85,62
1207,Production Technician I,WBL,Active,Contract,White,Divorced,Fully Meets,3,06-08-2022,2,1,2,07-Dec-22,Communication Skills,Internal,Completed,5,682.36,63
1208,Production Manager,NEL,Active,Contract,Black,Single,Fully Meets,3,18-08-2022,5,1,5,20-Sep-22,Leadership Development,Internal,Passed,3,492.39,40
1209,Production Manager,PL,Active,Part-Time,Other,Married,Fully Meets,3,28-05-2023,1,3,1,18-Jun-23,Communication Skills,External,Failed,2,197.78,24
1210,Production Manager,BPC,Active,Full-Time,Asian,Divorced,Fully Meets,3,24-10-2022,4,5,1,09-Jan-23,Leadership Development,External,Incomplete,4,485.44,72
1211,Production Technician II,CCDR,Terminated,Part-Time,Other,Widowed,Fully Meets,3,16-03-2023,3,3,1,30-Jul-23,Leadership Development,External,Passed,3,557.34,37
1212,Production Technician II,EW,Terminated,Contract,Hispanic,Single,Fully Meets,3,31-01-2023,4,5,4,03-May-23,Project Management,Internal,Failed,5,817.92,37
1213,Production Technician II,MSC,Active,Part-Time,White,Married,Fully Meets,3,28-09-2022,1,2,4,15-Feb-23,Project Management,External,Failed,4,485.39,33
1214,Production Technician II,NEL,Active,Full-Time,Asian,Divorced,Fully Meets,3,02-06-2023,1,5,3,02-Apr-23,Customer Service,Internal,Completed,3,145.13,55
1215,Production Technician II,PL,Active,Contract,Asian,Widowed,Fully Meets,3,25-10-2022,2,1,5,13-Sep-22,Communication Skills,External,Passed,4,751.88,37
1216,Production Technician I,PYZ,Terminated,Part-Time,Black,Single,Fully Meets,3,09-09-2022,4,1,1,16-Jul-23,Leadership Development,External,Incomplete,1,136.48,37
1217,Production Technician I,SVG,Terminated,Full-Time,Asian,Single,Fully Meets,3,23-08-2022,5,5,1,17-Apr-23,Customer Service,External,Completed,1,857.42,59
1218,Production Technician I,WBL,Active,Full-Time,Black,Married,Fully Meets,3,27-02-2023,2,3,1,30-Jan-23,Leadership Development,Internal,Failed,3,733.16,44
1219,Production Technician I,BPC,Terminated,Part-Time,Hispanic,Married,Fully Meets,3,17-07-2023,2,2,2,15-Sep-22,Communication Skills,External,Failed,5,761.31,46
1220,Production Technician I,CCDR,Terminated,Full-Time,Asian,Single,Fully Meets,3,08-05-2023,5,2,4,29-Jun-23,Leadership Development,External,Passed,1,920.41,69
1221,Production Technician I,EW,Terminated,Part-Time,Asian,Single,Fully Meets,3,17-08-2022,5,5,3,25-Aug-22,Customer Service,Internal,Passed,4,167.69,55
1222,Production Technician I,MSC,Terminated,Contract,Asian,Widowed,Fully Meets,3,31-03-2023,5,2,1,10-Mar-23,Leadership Development,External,Passed,2,931.45,71
1223,Production Technician I,NEL,Active,Full-Time,Asian,Widowed,Fully Meets,3,07-05-2023,4,1,4,30-Aug-22,Project Management,External,Completed,1,474.36,25
1224,Production Technician I,PL,Terminated,Part-Time,Hispanic,Married,Fully Meets,3,20-05-2023,4,2,3,18-Mar-23,Project Management,Internal,Incomplete,5,598.72,57
1225,Production Technician I,PYZ,Active,Contract,Asian,Married,Fully Meets,3,05-11-2022,1,2,4,14-Aug-22,Customer Service,Internal,Completed,5,557.02,66
1226,Production Technician I,SVG,Active,Full-Time,Other,Divorced,Fully Meets,3,04-04-2023,4,5,4,20-May-23,Customer Service,Internal,Completed,3,939.92,56
1227,Production Technician I,TNS,Active,Part-Time,Other,Divorced,Fully Meets,3,12-12-2022,1,2,2,15-May-23,Communication Skills,External,Failed,3,669.19,32
1228,Production Technician I,WBL,Active,Contract,Other,Widowed,Fully Meets,3,21-01-2023,2,5,3,05-Oct-22,Technical Skills,Internal,Failed,5,525.69,27
1229,Production Technician I,BPC,Active,Part-Time,Black,Single,Fully Meets,3,20-05-2023,4,2,5,11-Jan-23,Customer Service,External,Failed,1,173.66,68
1230,Production Technician I,CCDR,Active,Contract,Hispanic,Widowed,Fully Meets,3,30-11-2022,5,4,4,30-Apr-23,Communication Skills,External,Completed,1,635.71,48
1231,Production Manager,EW,Active,Contract,Black,Married,Fully Meets,3,13-03-2023,2,2,1,06-Aug-22,Project Management,External,Passed,1,896.8,26
1232,Production Manager,MSC,Active,Full-Time,Other,Single,Fully Meets,3,22-08-2022,2,1,5,30-Nov-22,Leadership Development,Internal,Incomplete,4,857.61,73
1233,Production Technician II,WBL,Active,Full-Time,Other,Divorced,Fully Meets,3,01-05-2023,5,5,3,29-Nov-22,Customer Service,Internal,Failed,3,460.59,30
1234,Production Technician II,NEL,Terminated,Full-Time,Black,Divorced,Fully Meets,3,11-12-2022,4,1,5,19-Feb-23,Leadership Development,Internal,Passed,1,504.82,72
1235,Production Technician II,PL,Active,Full-Time,Other,Widowed,Fully Meets,3,23-03-2023,5,5,3,10-Apr-23,Project Management,Internal,Failed,3,737.91,22
1236,Production Technician II,BPC,Terminated,Part-Time,White,Married,Fully Meets,3,25-07-2023,1,4,1,17-Apr-23,Customer Service,External,Passed,2,244.25,72
1237,Production Technician II,CCDR,Terminated,Part-Time,Black,Divorced,Fully Meets,3,11-07-2023,4,3,1,11-Nov-22,Leadership Development,External,Passed,2,762.82,46
1238,Production Technician I,SVG,Terminated,Part-Time,Other,Single,Fully Meets,3,29-12-2022,1,3,3,14-Nov-22,Leadership Development,Internal,Incomplete,2,640.14,52
1239,Production Technician I,TNS,Terminated,Part-Time,Hispanic,Single,Fully Meets,3,07-10-2022,4,5,5,28-Apr-23,Project Management,Internal,Incomplete,3,726.03,21
1240,Production Technician I,PYZ,Active,Contract,Asian,Single,Fully Meets,3,02-08-2023,1,4,3,04-Jan-23,Communication Skills,External,Passed,5,758.75,35
1241,Production Technician I,WBL,Terminated,Contract,Black,Married,Fully Meets,3,16-01-2023,4,4,3,01-Feb-23,Project Management,External,Failed,5,878.94,27
1242,Production Technician I,NEL,Active,Full-Time,White,Married,Fully Meets,3,28-07-2023,4,4,1,14-Mar-23,Project Management,External,Passed,3,227.9,64
1243,Production Technician I,PL,Active,Contract,White,Widowed,Fully Meets,3,04-05-2023,5,2,3,05-Feb-23,Communication Skills,Internal,Incomplete,3,855.27,41
1244,Production Technician I,BPC,Active,Part-Time,Asian,Married,Fully Meets,3,17-08-2022,2,3,5,18-Feb-23,Technical Skills,External,Incomplete,5,170.62,68
1245,Production Technician I,CCDR,Active,Full-Time,White,Widowed,Fully Meets,3,23-09-2022,3,5,5,29-Jun-23,Communication Skills,Internal,Incomplete,4,392.14,58
1246,Production Technician I,SVG,Terminated,Part-Time,Black,Widowed,Fully Meets,3,12-01-2023,4,3,2,25-Dec-22,Communication Skills,Internal,Completed,1,206.93,75
1247,Production Technician I,EW,Active,Part-Time,Other,Single,Fully Meets,3,13-11-2022,2,4,5,09-Dec-22,Customer Service,External,Completed,5,307.13,47
1248,Production Technician I,MSC,Active,Part-Time,White,Divorced,Fully Meets,3,05-12-2022,5,3,2,24-Aug-22,Communication Skills,Internal,Passed,4,165.05,33
1249,Production Technician I,TNS,Active,Full-Time,Asian,Divorced,Fully Meets,3,22-12-2022,2,4,2,15-Aug-22,Communication Skills,Internal,Completed,4,371.27,23
1250,Production Technician I,BPC,Active,Contract,Black,Widowed,Fully Meets,3,26-04-2023,4,5,1,28-Apr-23,Communication Skills,External,Incomplete,3,366.78,28
1251,Production Technician I,CCDR,Active,Part-Time,Asian,Married,Fully Meets,3,03-12-2022,5,5,3,04-Feb-23,Communication Skills,External,Failed,5,205.92,70
1252,Production Manager,EW,Active,Part-Time,Asian,Divorced,Fully Meets,3,10-06-2023,2,3,2,20-Nov-22,Leadership Development,Internal,Completed,1,314.51,40
1253,Production Manager,MSC,Active,Part-Time,Asian,Divorced,Fully Meets,3,10-01-2023,2,4,2,03-Jun-23,Customer Service,Internal,Completed,2,793.86,49
1254,Production Technician II,WBL,Active,Contract,White,Married,Fully Meets,3,18-06-2023,3,1,5,20-Apr-23,Project Management,Internal,Passed,3,252.53,70
1255,Production Technician II,NEL,Terminated,Full-Time,Black,Married,Fully Meets,3,03-11-2022,3,1,1,23-Oct-22,Customer Service,External,Passed,2,693.25,35
1256,Production Technician II,PL,Active,Contract,White,Widowed,Fully Meets,3,24-10-2022,4,4,2,26-May-23,Project Management,Internal,Completed,4,926.76,29
1257,Production Technician II,BPC,Active,Full-Time,Asian,Divorced,Fully Meets,3,19-07-2023,2,1,1,23-May-23,Technical Skills,Internal,Failed,1,694.61,43
1258,Production Technician II,CCDR,Active,Full-Time,Other,Widowed,Fully Meets,3,16-04-2023,3,5,4,30-Jun-23,Project Management,Internal,Incomplete,1,732.02,45
1259,Production Technician I,SVG,Terminated,Full-Time,White,Single,Fully Meets,3,17-10-2022,1,3,4,04-Jan-23,Leadership Development,Internal,Completed,1,897.62,66
1260,Production Technician I,TNS,Active,Full-Time,Asian,Married,Fully Meets,3,21-02-2023,5,2,5,21-Nov-22,Leadership Development,Internal,Completed,2,786.57,61
1261,Production Technician I,PYZ,Active,Part-Time,Hispanic,Married,Fully Meets,3,13-07-2023,2,5,4,26-Jul-23,Project Management,External,Incomplete,3,613.93,60
1262,Production Technician I,WBL,Terminated,Part-Time,Hispanic,Widowed,Fully Meets,3,16-12-2022,3,4,1,17-Jan-23,Communication Skills,Internal,Passed,2,711.8,44
1263,Production Technician I,NEL,Active,Full-Time,Hispanic,Divorced,Fully Meets,3,24-01-2023,4,5,3,03-Mar-23,Communication Skills,Internal,Failed,5,784.1,70
1264,Production Technician I,PL,Active,Full-Time,Hispanic,Married,Fully Meets,3,21-04-2023,3,5,4,16-May-23,Customer Service,Internal,Failed,5,509.67,21
1265,Production Technician I,BPC,Terminated,Part-Time,Black,Widowed,Fully Meets,3,28-06-2023,4,2,5,15-Jun-23,Leadership Development,Internal,Incomplete,4,494.96,46
1266,Production Technician I,CCDR,Terminated,Full-Time,Hispanic,Divorced,Fully Meets,3,29-03-2023,1,3,1,30-Mar-23,Project Management,Internal,Incomplete,5,465.72,50
1267,Production Technician I,SVG,Active,Part-Time,White,Divorced,Fully Meets,3,25-04-2023,4,1,5,27-Feb-23,Technical Skills,Internal,Failed,1,507.43,49
1268,Production Technician I,EW,Active,Part-Time,Other,Single,Fully Meets,3,18-04-2023,2,1,2,25-May-23,Project Management,External,Passed,5,401.97,62
1269,Production Technician I,MSC,Active,Contract,Black,Divorced,Fully Meets,3,19-09-2022,1,2,4,23-Dec-22,Customer Service,External,Passed,4,813.9,57
1270,Production Technician I,TNS,Active,Part-Time,Hispanic,Married,Fully Meets,3,16-03-2023,5,5,1,21-Aug-22,Leadership Development,External,Completed,2,360.02,52
1271,Production Technician I,PYZ,Active,Full-Time,Asian,Widowed,Fully Meets,3,13-01-2023,3,1,5,15-Feb-23,Customer Service,Internal,Completed,3,692.71,69
1272,Production Technician I,WBL,Active,Full-Time,Black,Single,Fully Meets,3,31-10-2022,4,2,3,24-Feb-23,Technical Skills,Internal,Failed,3,233.12,50
1273,Production Manager,NEL,Active,Contract,Asian,Single,Fully Meets,3,26-02-2023,1,4,2,24-May-23,Technical Skills,External,Incomplete,1,881.48,63
1274,Production Manager,PL,Active,Contract,Black,Single,Fully Meets,3,19-03-2023,2,1,5,22-May-23,Project Management,Internal,Passed,2,448.48,47
1275,Production Technician II,CCDR,Active,Full-Time,Other,Single,Fully Meets,3,19-08-2022,2,5,3,13-Jun-23,Communication Skills,External,Incomplete,3,288.88,40
1276,Production Technician II,EW,Active,Full-Time,White,Married,Fully Meets,3,01-06-2023,1,4,5,15-Jul-23,Communication Skills,Internal,Failed,1,572.45,41
1277,Production Technician II,MSC,Active,Full-Time,Other,Single,Fully Meets,3,01-08-2023,4,3,3,27-Mar-23,Communication Skills,Internal,Passed,3,141.38,35
1278,Production Technician II,NEL,Active,Full-Time,White,Divorced,Fully Meets,3,28-05-2023,2,4,5,04-Feb-23,Technical Skills,Internal,Incomplete,1,331.46,65
1279,Production Technician II,PL,Terminated,Part-Time,White,Married,Fully Meets,3,11-10-2022,3,3,5,23-Nov-22,Technical Skills,Internal,Incomplete,4,704.93,27
1280,Production Technician I,MSC,Active,Full-Time,Black,Single,Fully Meets,3,12-11-2022,3,2,2,08-Jun-23,Leadership Development,External,Completed,4,450.65,78
1281,Production Technician I,TNS,Terminated,Part-Time,White,Widowed,Fully Meets,3,31-05-2023,4,2,1,31-Jan-23,Project Management,External,Completed,3,775.97,52
1282,Production Technician I,BPC,Terminated,Part-Time,Black,Widowed,Fully Meets,3,04-10-2022,3,3,1,20-Feb-23,Leadership Development,External,Passed,4,376.0,41
1283,Production Technician I,CCDR,Active,Full-Time,Asian,Married,Fully Meets,3,19-11-2022,2,1,2,17-Jan-23,Customer Service,External,Failed,2,106.54,21
1284,Production Technician I,EW,Active,Contract,Other,Married,Fully Meets,3,24-11-2022,5,1,5,10-Nov-22,Communication Skills,External,Completed,1,852.87,34
1285,Production Technician I,MSC,Active,Part-Time,Hispanic,Widowed,Fully Meets,3,05-07-2023,3,2,2,08-Nov-22,Project Management,External,Completed,4,469.03,27
1286,Production Technician I,NEL,Terminated,Full-Time,Asian,Divorced,Fully Meets,3,13-04-2023,1,5,1,28-May-23,Customer Service,Internal,Incomplete,2,274.85,22
1287,Production Technician I,PL,Terminated,Full-Time,Black,Widowed,Fully Meets,3,30-07-2023,3,5,2,31-Mar-23,Technical Skills,External,Completed,1,342.57,77
1288,Production Technician I,PYZ,Active,Full-Time,Hispanic,Single,Fully Meets,3,15-07-2023,2,4,5,13-May-23,Technical Skills,External,Incomplete,5,948.31,24
1289,Production Technician I,SVG,Active,Full-Time,Other,Single,Fully Meets,3,09-05-2023,5,3,1,08-Oct-22,Leadership Development,Internal,Incomplete,3,900.52,77
1290,Production Technician I,TNS,Active,Full-Time,White,Married,Fully Meets,3,12-04-2023,5,4,2,14-May-23,Leadership Development,External,Completed,4,140.72,25
1291,Production Technician I,WBL,Active,Contract,Black,Divorced,Fully Meets,3,24-05-2023,5,4,5,12-Sep-22,Technical Skills,Internal,Passed,3,913.62,35
1292,Production Technician I,BPC,Active,Full-Time,White,Divorced,Fully Meets,3,21-03-2023,1,4,3,22-Feb-23,Customer Service,Internal,Completed,5,950.3,75
1293,Production Technician I,CCDR,Active,Contract,Asian,Single,Fully Meets,3,15-03-2023,2,3,2,12-Mar-23,Project Management,Internal,Passed,2,668.77,28
1294,Production Manager,EW,Active,Part-Time,Hispanic,Single,Fully Meets,3,03-08-2023,5,4,2,15-Aug-22,Technical Skills,Internal,Passed,3,906.05,53
1295,Production Technician II,PYZ,Active,Full-Time,Other,Married,Fully Meets,3,18-02-2023,3,3,3,03-Jan-23,Communication Skills,Internal,Incomplete,5,689.77,51
1296,Production Technician II,WBL,Terminated,Full-Time,Asian,Widowed,Fully Meets,3,07-02-2023,1,1,5,05-Mar-23,Communication Skills,External,Passed,2,694.27,34
1297,Production Technician II,NEL,Terminated,Part-Time,Other,Married,Fully Meets,3,10-08-2022,2,4,4,14-Jun-23,Project Management,External,Passed,3,352.75,51
1298,Production Technician II,PL,Active,Part-Time,Black,Married,Fully Meets,3,06-12-2022,1,2,1,16-May-23,Project Management,Internal,Passed,3,411.17,40
1299,Production Technician II,BPC,Active,Contract,Asian,Widowed,Fully Meets,3,02-07-2023,1,2,2,21-Jan-23,Project Management,External,Completed,3,358.81,67
1300,Production Technician II,CCDR,Active,Contract,Black,Married,Fully Meets,3,07-10-2022,1,3,1,29-Apr-23,Technical Skills,Internal,Passed,4,588.64,54
1301,Production Technician I,MSC,Terminated,Part-Time,Asian,Widowed,Fully Meets,3,21-01-2023,1,4,2,22-Sep-22,Communication Skills,Internal,Incomplete,1,472.18,69
1302,Production Technician I,TNS,Terminated,Full-Time,Other,Married,Fully Meets,3,04-06-2023,1,2,4,20-Aug-22,Project Management,Internal,Passed,2,758.79,21
1303,Production Technician I,PYZ,Active,Contract,Hispanic,Single,Fully Meets,3,01-01-2023,5,3,5,02-Jun-23,Leadership Development,Internal,Failed,3,921.81,63
1304,Production Technician I,WBL,Active,Full-Time,Asian,Widowed,Fully Meets,3,11-04-2023,3,5,1,16-Jan-23,Communication Skills,External,Completed,3,405.08,27
1305,Production Technician I,NEL,Terminated,Full-Time,White,Married,Fully Meets,3,22-02-2023,2,5,2,08-Jul-23,Technical Skills,Internal,Failed,3,784.22,23
1306,Production Technician I,PL,Active,Part-Time,Hispanic,Single,Fully Meets,3,12-11-2022,1,3,5,13-Jul-23,Technical Skills,External,Failed,4,443.99,24
1307,Production Technician I,BPC,Terminated,Contract,Black,Married,Fully Meets,3,18-11-2022,1,5,1,16-Nov-22,Technical Skills,Internal,Incomplete,3,609.9,40
1308,Production Technician I,CCDR,Active,Full-Time,Asian,Divorced,Fully Meets,3,28-08-2022,4,5,2,10-Oct-22,Leadership Development,External,Failed,5,742.16,42
1309,Production Technician I,SVG,Active,Part-Time,Other,Widowed,Fully Meets,3,07-09-2022,1,1,3,09-Sep-22,Technical Skills,External,Failed,3,517.74,40
1310,Production Technician I,EW,Active,Part-Time,Asian,Single,Fully Meets,3,24-04-2023,3,4,3,16-Oct-22,Project Management,Internal,Incomplete,4,350.59,35
1311,Production Technician I,MSC,Active,Full-Time,Asian,Single,Fully Meets,3,09-03-2023,5,2,3,17-Oct-22,Leadership Development,Internal,Incomplete,1,546.94,36
1312,Production Technician I,TNS,Active,Full-Time,Black,Widowed,Fully Meets,3,25-09-2022,2,5,2,29-Apr-23,Communication Skills,Internal,Completed,4,514.37,24
1313,Production Technician I,PYZ,Active,Contract,Hispanic,Single,Fully Meets,3,18-07-2023,5,4,1,25-Oct-22,Leadership Development,Internal,Incomplete,5,786.98,66
1314,Production Technician I,WBL,Active,Contract,White,Divorced,Fully Meets,3,28-03-2023,5,5,3,18-Mar-23,Project Management,Internal,Passed,4,852.21,25
1315,Sr. Accountant,NEL,Active,Part-Time,Asian,Widowed,Fully Meets,3,29-11-2022,5,1,1,29-Jul-23,Communication Skills,External,Failed,4,761.63,64
1316,President & CEO,CCDR,Active,Part-Time,Asian,Single,Fully Meets,3,20-07-2023,3,4,3,20-Apr-23,Technical Skills,External,Passed,5,202.62,64
1317,Sr. Accountant,MSC,Active,Full-Time,Black,Widowed,Fully Meets,3,05-05-2023,4,2,2,20-Aug-22,Communication Skills,External,Passed,5,414.75,71
1318,Administrative Assistant,WBL,Active,Contract,White,Divorced,Fully Meets,3,21-05-2023,5,4,2,17-Oct-22,Communication Skills,External,Completed,4,344.55,39
1319,Accountant I,EW,Active,Part-Time,Asian,Married,Fully Meets,3,14-06-2023,4,2,5,19-May-23,Project Management,Internal,Failed,1,777.46,55
1320,Administrative Assistant,WBL,Active,Part-Time,White,Widowed,Fully Meets,3,12-01-2023,5,1,5,25-Aug-22,Leadership Development,External,Completed,3,948.71,35
1321,Accountant I,TNS,Active,Contract,Black,Single,Fully Meets,3,30-04-2023,1,5,5,19-Jan-23,Customer Service,Internal,Passed,5,308.77,63
1322,Accountant I,TNS,Active,Full-Time,Hispanic,Widowed,Fully Meets,3,17-01-2023,1,5,2,24-Feb-23,Customer Service,External,Incomplete,1,891.25,38
1323,Administrative Assistant,PL,Active,Full-Time,Black,Divorced,Fully Meets,3,02-05-2023,5,1,5,30-Mar-23,Customer Service,Internal,Passed,2,659.9,69
1324,Accountant I,MSC,Active,Part-Time,Hispanic,Single,Fully Meets,3,16-11-2022,5,3,3,30-Sep-22,Project Management,Internal,Failed,2,858.72,35
1325,Accountant I,TNS,Active,Contract,Black,Divorced,Fully Meets,3,17-12-2022,1,5,3,28-Mar-23,Project Management,External,Failed,5,380.24,37
1326,Sr. Network Engineer,PYZ,Active,Full-Time,White,Widowed,Fully Meets,3,04-03-2023,5,3,1,01-May-23,Leadership Development,External,Passed,5,505.4,43
1327,Sr. Network Engineer,WBL,Active,Part-Time,White,Single,Fully Meets,3,23-03-2023,5,3,4,02-Jul-23,Leadership Development,Internal,Passed,3,609.01,59
1328,Sr. Network Engineer,NEL,Active,Part-Time,Asian,Single,Fully Meets,3,07-11-2022,1,4,3,24-Mar-23,Customer Service,Internal,Failed,3,656.38,45
1329,Software Engineer,PL,Active,Contract,Black,Widowed,Fully Meets,3,23-05-2023,3,2,5,11-Jun-23,Project Management,External,Passed,5,692.63,64
1330,Accountant I,MSC,Active,Full-Time,White,Divorced,Fully Meets,3,25-09-2022,3,5,2,20-Nov-22,Project Management,Internal,Incomplete,3,633.72,32
1331,Accountant I,TNS,Active,Full-Time,Black,Widowed,Fully Meets,3,16-05-2023,3,2,5,14-Sep-22,Communication Skills,Internal,Failed,2,517.62,75
1332,Sr. Network Engineer,PYZ,Active,Contract,Hispanic,Divorced,Fully Meets,3,13-04-2023,1,2,5,13-Aug-22,Leadership Development,External,Incomplete,4,231.76,77
1333,Sr. Network Engineer,WBL,Active,Part-Time,Black,Divorced,Fully Meets,3,29-01-2023,3,4,5,01-Mar-23,Customer Service,Internal,Passed,2,605.12,44
1334,Sr. Network Engineer,NEL,Active,Full-Time,Other,Widowed,Fully Meets,3,21-12-2022,1,3,1,01-Apr-23,Project Management,Internal,Failed,1,297.12,68
1335,Software Engineer,NEL,Active,Contract,White,Divorced,Fully Meets,3,09-10-2022,4,5,5,20-Feb-23,Leadership Development,Internal,Incomplete,2,384.43,74
1336,Accountant I,TNS,Active,Full-Time,Black,Married,Fully Meets,3,09-03-2023,5,1,4,19-Dec-22,Leadership Development,Internal,Passed,4,969.95,73
1337,Accountant I,WBL,Active,Full-Time,White,Single,Fully Meets,3,01-11-2022,3,3,4,17-Jan-23,Project Management,External,Failed,5,719.7,65
1338,Sr. Network Engineer,BPC,Active,Contract,Other,Widowed,Fully Meets,3,20-10-2022,1,1,1,30-Oct-22,Leadership Development,External,Incomplete,1,355.83,32
1339,Sr. Network Engineer,CCDR,Active,Contract,Hispanic,Widowed,Fully Meets,3,02-12-2022,1,3,2,24-Nov-22,Customer Service,Internal,Incomplete,3,754.47,40
1340,Sr. Network Engineer,EW,Active,Full-Time,White,Divorced,Fully Meets,3,28-05-2023,5,4,4,06-Feb-23,Leadership Development,External,Incomplete,2,890.39,76
1341,Software Engineering Manager,CCDR,Active,Part-Time,Hispanic,Single,Fully Meets,3,15-05-2023,1,3,4,14-Feb-23,Project Management,Internal,Passed,3,268.78,42
1342,Accountant I,EW,Active,Full-Time,Asian,Single,Fully Meets,3,20-12-2022,3,2,2,28-Jan-23,Project Management,Internal,Failed,4,930.72,34
1343,Accountant I,MSC,Active,Contract,White,Married,Fully Meets,3,07-09-2022,1,2,3,02-Sep-22,Customer Service,External,Completed,5,924.85,61
1344,Accountant I,TNS,Active,Part-Time,White,Single,Fully Meets,3,23-08-2022,1,4,5,01-Nov-22,Technical Skills,Internal,Incomplete,5,284.38,42
1345,Sr. Network Engineer,PYZ,Active,Full-Time,Other,Single,Fully Meets,3,28-08-2022,2,4,4,30-Nov-22,Communication Skills,External,Passed,1,395.1,45
1346,Sr. Network Engineer,WBL,Active,Contract,White,Divorced,Fully Meets,3,28-04-2023,4,2,3,02-Jul-23,Technical Skills,External,Failed,2,501.64,73
1347,Sr. Network Engineer,NEL,Active,Part-Time,Hispanic,Married,Fully Meets,3,28-02-2023,4,3,1,22-Oct-22,Communication Skills,Internal,Failed,5,792.72,27
1349,Accountant I,EW,Active,Full-Time,White,Divorced,Fully Meets,3,21-04-2023,1,2,3,26-Nov-22,Technical Skills,Internal,Incomplete,3,870.01,72
1350,Accountant I,MSC,Active,Part-Time,Black,Divorced,Fully Meets,3,05-03-2023,3,4,5,29-Jan-23,Leadership Development,Internal,Incomplete,2,610.06,54
1351,Accountant I,TNS,Active,Contract,White,Divorced,Fully Meets,3,18-01-2023,4,1,5,20-Dec-22,Project Management,Internal,Passed,2,278.16,23
1352,Sr. Network Engineer,PYZ,Active,Contract,Other,Divorced,Fully Meets,3,03-06-2023,4,2,1,01-Nov-22,Communication Skills,External,Completed,4,218.93,44
1353,Sr. Network Engineer,WBL,Active,Part-Time,White,Single,Fully Meets,3,11-10-2022,5,1,5,16-Dec-22,Communication Skills,Internal,Incomplete,5,179.21,74
1355,Administrative Assistant,SVG,Active,Full-Time,Hispanic,Single,Fully Meets,3,28-01-2023,2,2,3,13-Mar-23,Project Management,Internal,Completed,5,534.28,76
1356,Accountant I,EW,Active,Part-Time,Hispanic,Married,Fully Meets,3,14-08-2022,1,1,1,06-Apr-23,Technical Skills,Internal,Incomplete,3,301.39,35
1357,Accountant I,MSC,Active,Full-Time,Black,Divorced,Fully Meets,3,30-01-2023,1,4,3,26-May-23,Project Management,External,Incomplete,3,231.65,46
1358,Accountant I,TNS,Active,Part-Time,Black,Married,Fully Meets,3,25-02-2023,1,2,5,10-Aug-22,Communication Skills,Internal,Completed,2,994.81,22
1359,Sr. Network Engineer,BPC,Active,Full-Time,Asian,Married,Fully Meets,3,09-01-2023,4,5,1,14-Feb-23,Customer Service,External,Incomplete,4,729.91,21
1360,Sr. Network Engineer,CCDR,Active,Contract,Asian,Divorced,PIP,3,31-03-2023,5,2,1,20-Sep-22,Leadership Development,Internal,Passed,2,538.02,57
1362,Administrative Assistant,SVG,Active,Full-Time,Asian,Widowed,Exceeds,3,11-01-2023,5,2,5,29-Aug-22,Customer Service,Internal,Passed,4,196.94,36
1363,Accountant I,EW,Active,Full-Time,Asian,Divorced,PIP,3,19-06-2023,5,2,2,15-Dec-22,Project Management,Internal,Completed,2,285.83,41
1364,Accountant I,MSC,Active,Contract,White,Divorced,Exceeds,3,03-05-2023,2,2,4,28-Dec-22,Project Management,External,Incomplete,4,818.6,46
1365,Accountant I,TNS,Active,Contract,Hispanic,Widowed,Exceeds,3,08-10-2022,5,1,2,10-Apr-23,Leadership Development,External,Incomplete,1,610.97,37
1366,Sr. Network Engineer,PYZ,Active,Contract,Black,Single,Exceeds,3,17-08-2022,1,4,2,18-Nov-22,Technical Skills,Internal,Completed,1,762.83,72
1367,Sr. Network Engineer,WBL,Active,Part-Time,White,Divorced,Exceeds,3,20-07-2023,1,4,3,20-Sep-22,Project Management,External,Incomplete,5,438.44,30
1368,Sr. Accountant,PYZ,Active,Part-Time,White,Widowed,Exceeds,3,04-10-2022,2,2,2,19-Oct-22,Project Management,Internal,Incomplete,4,271.9,27
